NumMensaje,Algoritmo,MensajeRecibido,Fix,Success
350,hamming,gnwus,False,True
351,hamming,fkfoepqkeytcx,False,True
352,hamming,lfootrlxuh,True,True
353,hamming,ylvgq,False,True
354,hamming,uonhiiqzwfbhhtu,True,True
355,hamming,olfdfxkzxkez,False,True
356,hamming,uemwmvsx,False,True
357,hamming,hpwcozexs,False,True
358,hamming,njqudflqfvq,False,True
359,hamming,pzdwzjuenwm,False,True
360,hamming,nzixadw,False,True
361,hamming,gosqsvbngopondm,False,True
362,hamming,odkzv,False,True
363,hamming,nfpxqjpwjan,False,True
364,hamming,jcbvllwmrpcb,True,True
365,hamming,cgronciakhrezwf,False,True
366,hamming,nnmxomrghcxlh,False,True
367,hamming,yvrvlqwbtij,False,True
368,hamming,rlvfcfgrmwnus,False,True
369,hamming,kfposzyfkn,False,True
370,hamming,qbdgvjyifzo,False,True
371,hamming,xunxucvavvwzlz,False,True
372,hamming,itwtgsjg,False,True
373,hamming,snclrhthmotddgb,False,True
374,hamming,hikle,False,True
375,hamming,mbpdkjs,False,True
376,hamming,zjrylggj,False,True
377,hamming,whhtazdsjy,False,True
378,hamming,tuitycaujwxprog,False,True
379,hamming,gaxfedbligjy,False,True
380,hamming,udhymor,False,True
381,hamming,yoyxiuk,False,True
382,hamming,jsfyx,False,True
383,hamming,dqlpth,False,True
384,hamming,thyuxgmx,False,True
385,hamming,jsezpsx,True,True
386,hamming,oyjpq,False,True
387,hamming,jewbuhfdehko,False,True
388,hamming,ajkpfauimwrwvtx,False,True
389,hamming,qlmzxjalfnfla,False,True
390,hamming,chqmfuc,False,True
391,hamming,invlvmw,False,True
392,hamming,quxyskvci,False,True
393,hamming,hdggpikddwsamm,False,True
394,hamming,xhnxeidpnhgfh,False,True
395,hamming,astvtjppsoekjeh,False,True
396,hamming,xhdcenfxmsiukfl,False,True
397,hamming,pgxot,False,True
398,hamming,xzndpdkx,False,True
399,hamming,znlhluzohdhevv,False,True
400,hamming,uezee,False,True
401,hamming,wrtjsphykhjqt,False,True
402,hamming,whxqpyurcaustlw,False,True
403,hamming,wyaaetrqltqzr,False,True
404,hamming,kofckkth,False,True
405,hamming,rucaynficxtgf,False,True
406,hamming,ijiqzqswt,False,True
407,hamming,etshavxbrzzwg,False,True
408,hamming,xejmr,False,True
409,hamming,yfopkjbspr,False,True
410,hamming,fyzkz,False,True
411,hamming,tsxuevjwgoaz,False,True
412,hamming,lvektvlw,False,False
413,hamming,ngdyb,False,True
414,hamming,haqrczut,False,True
415,hamming,kyttnreybgb,False,True
416,hamming,opcpjjg,False,True
417,hamming,tdvvhpjhy,False,True
418,hamming,yxsfkbrxpxroyrs,True,True
419,hamming,upscdmooanmk,False,True
420,hamming,jndslsaomrfr,True,True
421,hamming,zdphdmcdvemz,False,True
422,hamming,cmnoweitcu,False,True
423,hamming,wwsmjczaulul,False,True
424,hamming,ogwzv,False,True
425,hamming,eapxpcosn,False,True
426,hamming,lqconzpxz,False,True
427,hamming,gjljgkcznigdu,False,True
428,hamming,uohnjkp,False,True
429,hamming,agjssw,False,True
430,hamming,quiqvpbnr,False,True
431,hamming,qhiirtq,False,True
432,hamming,xbjmxsmeikn,False,True
433,hamming,ikcdxwxzdghdm,True,True
434,hamming,vtzie,False,True
435,hamming,mgklkirnvx,False,True
436,hamming,feqgtrm,False,True
437,hamming,gooxgjgmyy,False,True
438,hamming,lrjoimhd,False,True
439,hamming,oyhcemmuewhst,False,True
440,hamming,ehrsdvlih,False,True
441,hamming,pqiqpezxcj,False,True
442,hamming,niygjfkbaynu,False,True
443,hamming,getyyuwrqb,False,True
444,hamming,ymgepnngxbcy,False,True
445,hamming,vnuvblz,False,True
446,hamming,ykjuvw3sfstqk,True,False
447,hamming,phsicmlwfbxrip,False,True
448,hamming,ywduycnpnlxuff,False,True
449,hamming,htvqltuq,False,True
450,hamming,qffzj,False,True
451,hamming,wncvnkfgxik,True,True
452,hamming,msmduzoew,False,True
453,hamming,apcvz,False,True
454,hamming,yndaumqmzdbhts,False,True
455,hamming,ornbdravcfg,False,True
456,hamming,iseaptky,False,True
457,hamming,xeampcwrihlte,False,True
458,hamming,lejmhup,False,True
459,hamming,jidhuqsanxak,False,True
460,hamming,qsomdbhh,False,True
461,hamming,dyvvw,False,True
462,hamming,uijixmkrlnva,False,True
463,hamming,dqxxok,False,True
464,hamming,jeklztccbo,False,True
465,hamming,llmdiheyxpwas,False,True
466,hamming,fbwtrwykwvmjnro,True,True
467,hamming,bhplmkegdljt,False,True
468,hamming,orkse,False,True
469,hamming,ttsywxaiw,False,True
470,hamming,umkxuyl,False,True
471,hamming,ukfgcutdvqvh,False,True
472,hamming,gjemu,False,True
473,hamming,fmvhaesezisygln,True,True
474,hamming,pnvvkgsocdvsr,False,True
475,hamming,pvgsyspptdlf,False,True
476,hamming,wcyoiulwgkiumvc,False,True
477,hamming,kaeaeh,False,True
478,hamming,eblfdynp,False,True
479,hamming,wofeqplzul,False,True
480,hamming,ccnmablfcjgvv,False,True
481,hamming,gqtrpok,False,True
482,hamming,iksbbp,False,True
483,hamming,jbzlrszlgktbun,True,True
484,hamming,ifdxclqetj,False,True
485,hamming,xlysev,False,True
486,hamming,mapwp,False,True
487,hamming,jevajmejtfmfvkf,True,True
488,hamming,etrglh,False,True
489,hamming,phigj,True,True
490,hamming,bvreyvprel,False,True
491,hamming,qiyxbooqbw,False,True
492,hamming,tkybam,False,True
493,hamming,ssbvmg,False,True
494,hamming,byeog,False,True
495,hamming,avidexuglti,False,True
496,hamming,qyzcmihnlomp,False,True
497,hamming,tzewk,False,True
498,hamming,gpwricqpzr,False,True
499,hamming,hdoktfulyhaxmvi,True,True
500,hamming,wcokqub,False,True
501,hamming,ndwfug,False,True
502,hamming,ehtnkjlmwwefcrp,False,True
503,hamming,xalgu,False,True
504,hamming,fxgwrg,False,True
505,hamming,cfcbkvjbwf,True,True
506,hamming,gsanfnwlyb,False,True
507,hamming,xoetnwrelk,False,True
508,hamming,fkxfnp,False,True
509,hamming,xaxksusl,False,True
510,hamming,fzzvqs,False,True
511,hamming,qxiyjtxi,False,True
512,hamming,lusffwihmtbz,False,True
513,hamming,rvgeukzkpm,False,True
514,hamming,cixgzzbhg,False,True
515,hamming,oolyjm,False,True
516,hamming,fuchloaxzxtubwg,False,True
517,hamming,kjdgfpwcvwsw,False,True
518,hamming,tyiej,True,True
519,hamming,ricjuqazcx,False,True
520,hamming,vrurxijfnvugtgp,False,True
521,hamming,gdndfy,False,True
522,hamming,gnfnrdrlpxwrct,False,True
523,hamming,kiuocfeopzv,False,True
524,hamming,tzxycpeyxfxqowb,False,True
525,hamming,eyzaoj,False,True
526,hamming,oggvrick,False,True
527,hamming,ytkazhitu,False,True
528,hamming,rjsnfjpohdf,True,True
529,hamming,drrcnuntgknyst,False,True
530,hamming,yeoon,False,True
531,hamming,kwdiswhnnej,True,True
532,hamming,hscbfapvjdqzh,False,True
533,hamming,spiibyibs,False,True
534,hamming,wyrdtqhj,True,True
535,hamming,fueatwyeweua,False,True
536,hamming,rkcxpnbaaytye,False,True
537,hamming,foadryfrhmjm,False,True
538,hamming,cgesxmextxizn,False,True
539,hamming,lhqrbjisrmtbke,False,True
540,hamming,qshyc,False,True
541,hamming,wxqkeobuppy,False,True
542,hamming,rlnspmgwlb,True,False
543,hamming,kqpluslbnuhalu,False,True
544,hamming,nhrfolz,False,True
545,hamming,zrxycmpi,True,True
546,hamming,dpgruxbdvk,False,True
547,hamming,ysfgv,False,True
548,hamming,iietoedotdeiayh,False,True
549,hamming,atrpc,False,True
550,hamming,ptqpzwq,False,True
551,hamming,wcxifjnzssxsrj,False,True
552,hamming,tjgfzkitqtlgsmj,False,True
553,hamming,htsla,False,True
554,hamming,bzorcfpwbtzufvv,False,True
555,hamming,umbdyvtiwle,False,True
556,hamming,thegzgrd,False,True
557,hamming,chblfnzlhrx,False,True
558,hamming,pisma,False,True
559,hamming,knqkxflbwjvfsaz,False,True
560,hamming,xlrpgu,False,True
561,hamming,xmdgiuzggnmrbtm,False,True
562,hamming,nkbbkvs,False,True
563,hamming,zgtxdikm,False,True
564,hamming,lttowy,False,True
565,hamming,ywbplceohw,False,True
566,hamming,udljthpknqvwinc,False,True
567,hamming,wbadiejlethmnuu,False,True
568,hamming,ikbdpzbfccyluui,False,True
569,hamming,zpgguhz,False,True
570,hamming,aznae,False,True
571,hamming,arjwpsawe,False,True
572,hamming,ishwxu,False,True
573,hamming,zcdonrdnevv,False,True
574,hamming,mznluszejjyzv,False,True
575,hamming,azjcfdzvdxyvt,False,True
576,hamming,dwzbtyzwb,False,True
577,hamming,hgwemqcmf,False,True
578,hamming,nzuhrybjvity,False,True
579,hamming,aqzhqmzqg,False,True
580,hamming,isvzmezsssro,False,True
581,hamming,sjmnxjaudxdc,False,True
582,hamming,hkkciemumqlzivm,False,True
583,hamming,uprjlixd,False,True
584,hamming,bujblbrfk,False,True
585,hamming,uskunraaz,True,True
586,hamming,phgalmdqaq,False,True
587,hamming,prlzwtxhdfd,False,True
588,hamming,twqipjon,False,True
589,hamming,irctzevdbfkcd,False,True
590,hamming,tkhqr,False,True
591,hamming,zvdjiuber,False,True
592,hamming,ijctarmqj,False,True
593,hamming,lmbggbjgqwfq,False,True
594,hamming,tkixamgtjwb,False,True
595,hamming,ohaujg,False,True
596,hamming,plcduevjphjv,False,True
597,hamming,tqezy,False,True
598,hamming,nkanlilunxklhve,True,True
599,hamming,iplyzbe,False,True
600,hamming,mtbjnmvgyi,False,True
601,hamming,nkxblqg,True,True
602,hamming,isjxzzzszbszlkm,False,True
603,hamming,aaxnhi,True,True
604,hamming,ujuehnobte,False,True
605,hamming,fsptaeelvnmjj,False,True
606,hamming,liheppbnstpyseu,False,True
607,hamming,nxfluq,True,True
608,hamming,kkhphxre,False,True
609,hamming,fmigis,False,True
610,hamming,gohtwobaq,False,True
611,hamming,stekgoxsdbxx,False,True
612,hamming,tmahdzasrvavyao,False,True
613,hamming,tccqycorlsuxbh,False,True
614,hamming,bqakudkhermz,False,True
615,hamming,etbyguarksf,False,True
616,hamming,wjzhiu,False,True
617,hamming,vxeuhqwih,False,True
618,hamming,wbaaiknjxukprzg,False,True
619,hamming,ordwjzaawwssc,False,True
620,hamming,swwuz,False,True
621,hamming,mvmei,False,True
622,hamming,ftdtzmrplbwuel,False,True
623,hamming,saeboxsa,False,True
624,hamming,qtpvuuevnuqdmv,False,True
625,hamming,dbxkqx,True,True
626,hamming,eklidmichbtlmpu,False,True
627,hamming,klztekfckaww,False,True
628,hamming,tmmpslqyapb,False,True
629,hamming,orjselcoxo,False,True
630,hamming,zsvygz,False,True
631,hamming,zgybndzx,False,True
632,hamming,grwglv,False,True
633,hamming,hsdvabsalfietat,False,True
634,hamming,mecht,False,True
635,hamming,efvchj,False,True
636,hamming,epybdok,False,True
637,hamming,lzljknyx,False,True
638,hamming,ahdmmeoyka,True,True
639,hamming,hckkxzwill,False,True
640,hamming,jzvmkeuilyvpbeg,False,True
641,hamming,nqfnsgiyu,False,True
642,hamming,fnkhinfnvhct,False,True
643,hamming,hlkjudpmelko,False,True
644,hamming,resryh,False,True
645,hamming,kwkplqd,False,True
646,hamming,uedhkhpckcavzx,False,True
647,hamming,axgxbf,False,True
648,hamming,epvegqfzlhadrpe,False,True
649,hamming,tyrjxipgzcn,False,True
650,hamming,ztivdrdrqozkm,False,True
651,hamming,gxlch,False,True
652,hamming,kwpdhhov,False,True
653,hamming,zmypo,False,True
654,hamming,woigmndje,False,True
655,hamming,phpppfiyhnsqsm,False,True
656,hamming,jvymonmget,False,True
657,hamming,tngzf,False,True
658,hamming,ttfcbq,False,True
659,hamming,byacy,False,True
660,hamming,pfpgpfzc,False,True
661,hamming,ainfjzvoxrnwld,False,True
662,hamming,yzrtxsag,False,True
663,hamming,rnaxpfcuuvgtsjq,False,True
664,hamming,qjkublabeiqxqwt,False,True
665,hamming,ogyexkldthalzr,False,True
666,hamming,lzqepitwqmxagr,False,True
667,hamming,blzoexaxqbwcuj,False,True
668,hamming,aqidgdxbcfkh,False,True
669,hamming,ppzeidemakfufi,True,True
670,hamming,tpmhhbrwqxmui,False,True
671,hamming,tbjdclenpgignla,False,True
672,hamming,ajnell,False,True
673,hamming,ajwepnycoti,False,True
674,hamming,rmhgqu,True,True
675,hamming,qhghh,False,True
676,hamming,yzktc,False,True
677,hamming,gytehyzfkz,False,True
678,hamming,erruwogh,False,True
679,hamming,ghatssueuuqw,True,True
680,hamming,lqzxqhiu,False,True
681,hamming,ixlbvtfnz,False,True
682,hamming,fpzpmiz,False,True
683,hamming,whuxsbafkvizvma,False,True
684,hamming,mcaffpfeakd,False,True
685,hamming,tjeko,False,True
686,hamming,rlcimol,False,True
687,hamming,eujfkbud,False,True
688,hamming,setoevjhvlawcbj,False,True
689,hamming,mubwldyksxp,False,True
690,hamming,gadstypwbi,False,True
691,hamming,hhfzzspgzl,False,True
692,hamming,xbthfzsj,False,True
693,hamming,uhomynfrx,False,True
694,hamming,agvquepwtjjjgn,False,True
695,hamming,uazpyha,False,True
696,hamming,mmofsyhbk,False,True
697,hamming,yakpv,False,True
698,hamming,mizradybkqnpr,False,True
699,hamming,etwfhjbewxy,False,True
700,hamming,gjralca,False,True
701,hamming,jlnzrsyahjq,False,True
702,hamming,nmcsgw,False,True
703,hamming,hycksrnpalyuljk,False,True
704,hamming,pjwuvkvxwby,True,True
705,hamming,odelcaihqzzs,False,True
706,hamming,mrakrfxtevmlxlt,False,True
707,hamming,skessquklooimw,False,True
708,hamming,xdksqhgxzmbsmi,False,True
709,hamming,xfzmoujbjkggfpr,False,True
710,hamming,jplhrosgnhryx,False,True
711,hamming,setcgoszhiml,False,True
712,hamming,ufilumcsfsy,False,True
713,hamming,iswxwlzcbtqkaqn,False,True
714,hamming,efvdlbd,False,True
715,hamming,dzynivugsomzuiu,False,True
716,hamming,darzfunozwylhl,False,True
717,hamming,goynwpqxqwycuad,False,True
718,hamming,gypdy,False,True
719,hamming,pjowqnhyqyssmiu,False,True
720,hamming,wìuokmúnu,True,False
721,hamming,fvizqvlgivt,False,True
722,hamming,bcmtdlrovvh,False,True
723,hamming,gihalqvh,False,True
724,hamming,xjfnhdud,False,True
725,hamming,rdbqfh,False,True
726,hamming,xenppxu,False,True
727,hamming,iqlhmb,False,True
728,hamming,cgiiexlrjbd,False,True
729,hamming,sfcvkrziznmmqp,True,True
730,hamming,zvdxgtxb,True,True
731,hamming,fmgyhuhmtq,True,True
732,hamming,ewvtdgb,False,True
