NumMensaje,Algoritmo,MensajeRecibido,Fix,Success
105,hamming,cgrvbiacsscbz,True,True
106,hamming,chhllhip,False,True
107,hamming,tfevvntcxsb,False,True
108,hamming,rjajhijfmaxgow,True,True
109,hamming,mmhfy,False,True
110,hamming,necckuaubakg,False,True
111,hamming,lbjpkcm,False,True
112,hamming,cjuik,False,True
113,hamming,gxipobbofk,False,True
114,hamming,zphnkazuywbwg,False,True
115,hamming,ujbqj,False,True
116,hamming,hcislloqmgbv,False,True
117,hamming,jqwwusniqj,False,True
118,hamming,capnunqucsi,False,True
119,hamming,uoagyegse,False,True
120,hamming,lvqfcmkpovqvba,True,True
121,hamming,pkejydrgwjawfwv,False,True
122,hamming,wjybussanngiqu,False,True
123,hamming,xokazoenypdb,False,True
124,hamming,grfqqfqvwyppijl,False,True
125,hamming,qubwpibpsnq,False,True
126,hamming,cthjz,True,True
127,hamming,cpzwxgc,True,True
128,hamming,awcbgisi,False,True
129,hamming,jrikzh,False,True
130,hamming,xrnfhtsbmst,False,True
131,hamming,dyspiqynz,False,True
132,hamming,dhhxcs,False,True
133,hamming,wsacnxaomwtc,False,True
134,hamming,yhztvoaubycpx,False,True
135,hamming,jkucalrlsrivln,False,True
136,hamming,ealrmgeunaprqax,False,True
137,hamming,ksaiekncfzwnvbf,False,True
138,hamming,nswogvmlw,False,True
139,hamming,tzhueyhokhro,False,True
140,hamming,rywflnxljyyzl,True,True
141,hamming,xhmadeb,False,True
142,hamming,udhwqssaup,False,True
143,hamming,xgqusox,False,True
144,hamming,wmbtfdnxcw,False,True
145,hamming,ovacpy,False,True
146,hamming,ywprfr,False,True
147,hamming,aergftgkxe,False,True
148,hamming,ksuascv,False,True
149,hamming,faxsmbptnmar,False,True
150,hamming,xhrvyh,False,True
151,hamming,exbegr,False,True
152,hamming,iohzazdnibo,True,True
153,hamming,ivsvsat,False,True
154,hamming,giqwcjusjujlabb,False,True
155,hamming,rheldjxp,False,True
156,hamming,scgjbbmydsffivi,True,True
157,hamming,abqtzwdljqozt,False,True
158,hamming,vstbzvnpzb,False,True
159,hamming,mhmhugva,False,True
160,hamming,xgqrebck,False,True
161,hamming,qlpvziotqoanb,True,True
162,hamming,uehmomm,False,True
163,hamming,nhqhvenrtzjjot,False,True
164,hamming,cxqqejrvtf,False,True
165,hamming,ercai,False,True
166,hamming,kotshuzmzyyjh,False,True
167,hamming,zznryrzi,False,True
168,hamming,ldjydlaji,False,True
169,hamming,marsftdyycapvs,False,True
170,hamming,bajsgc,False,True
171,hamming,iucblfepj,False,True
172,hamming,aacrreitledhu,False,True
173,hamming,ucmmqbvqqkkte,False,True
174,hamming,uclxsbomxnbrmic,False,True
175,hamming,cadfeerdys,False,True
176,hamming,kdtdyvxlto,True,True
177,hamming,nczxx,False,True
178,hamming,ydgyrdq,False,True
179,hamming,ljyfzocqajwzds,False,True
180,hamming,qshto,False,True
181,hamming,bdgwmnhcpbgibet,False,True
182,hamming,xzdvcypzcwza,True,True
183,hamming,rsfuhjojmt,False,True
184,hamming,psbrq,False,True
185,hamming,puhsk,False,True
186,hamming,rzrwhtmbqnceukh,False,True
187,hamming,imfoiweopsqyn,False,True
188,hamming,lsfzqns,False,True
189,hamming,alafbn,False,True
190,hamming,yfjnekklgdilbhy,False,True
191,hamming,krvkfj,False,True
192,hamming,luxmp,False,True
193,hamming,admmuxatg,True,True
194,hamming,xfxcu,False,True
195,hamming,sifrlp,False,True
196,hamming,fybvwcmspypnlm,False,True
197,hamming,kkcamptzbnkws,False,True
198,hamming,yhxioeaptxi,False,True
199,hamming,dasggknxy,False,True
200,hamming,ylsbaxycjwbh,True,True
201,hamming,ttsyotcgh,True,True
202,hamming,pdmmknhpkrhkcnc,False,True
203,hamming,xewwrnkbqp,False,True
204,hamming,zlsijvda,False,True
205,hamming,sjzsr,False,True
206,hamming,nlbgksjs,False,True
207,hamming,qrenbny,False,True
208,hamming,jpfqzyyqp,False,True
209,hamming,hyxbwvawzhqtl,False,True
210,hamming,tlkqdcmi,False,True
211,hamming,skbjixr,False,True
212,hamming,hgstv,False,True
213,hamming,kfcnowpagsdoigz,False,True
214,hamming,logpqygifekflix,False,True
215,hamming,jwobseir,True,True
216,hamming,illzatcnqbi,False,True
217,hamming,jiifz,False,True
218,hamming,pvruypmuzzysaqt,False,True
219,hamming,hjoikfhwfn,False,True
220,hamming,nxhjadtla,False,True
221,hamming,xmrfztbyecng,False,True
222,hamming,ujqqpwvx,False,True
223,hamming,exsckkzsgren,True,True
224,hamming,tmrrsy,False,True
225,hamming,ouvrkrgyzojwqqr,False,True
226,hamming,laggadofvy,True,True
227,hamming,kxzbejcqowju,False,True
228,hamming,tkajsy,False,True
229,hamming,rwmvmlsj,False,True
230,hamming,zqlvvgpjov,False,True
231,hamming,xiorhuolqzsooxh,False,True
232,hamming,dvweglvgfoyil,False,True
233,hamming,mzanharqksjft,False,True
234,hamming,rzdhikzhlbg,False,True
235,hamming,puawp,False,True
236,hamming,drbstxjzov,True,True
237,hamming,rsmvov,False,True
238,hamming,tkszbjeocebetk,False,True
239,hamming,kfukckl,False,True
240,hamming,tmknbuzmqojzqf,False,True
241,hamming,dqzrums,False,True
242,hamming,lsmjjhxtgaku,False,True
243,hamming,yygajn,False,True
244,hamming,ixwpknf,False,True
245,hamming,kelyb,False,True
246,hamming,oqpyj,False,True
247,hamming,qlvmxpcibl,False,True
248,hamming,pzrkeihyizo,False,True
249,hamming,yiesetzflgq,False,True
250,hamming,ufdtkunolzf,False,True
251,hamming,prauptpiapmoo,False,True
252,hamming,cleeolfcdbiugjx,False,True
253,hamming,xncfdoefvjtedb,False,True
254,hamming,cptkkz,False,True
255,hamming,jjihdhaxv,False,True
256,hamming,kdfjmrldxa,False,True
257,hamming,qeiboetdbkvyi,False,True
258,hamming,qjnepipwpgyma,False,True
259,hamming,ozgwhckunbqbsm,False,True
260,hamming,webdbhdlwd,False,True
261,hamming,icswjmrwlmlra,False,True
262,hamming,itwirg,False,True
263,hamming,fycryrrwrviyt,False,True
264,hamming,qnoebtb,False,True
265,hamming,oczbsnssinqkv,False,True
266,hamming,cvxuewp,False,True
267,hamming,dsuzeypmu,False,True
268,hamming,aoifbaujei,False,True
269,hamming,dkkiqpsnyqh,False,True
270,hamming,djdrjsmcyeipph,False,True
271,hamming,jdkjwfyocshzesz,False,True
272,hamming,vhevc,False,True
273,hamming,kjvft,False,True
274,hamming,xvkomgltxgox,False,True
275,hamming,uxoayavg,False,True
276,hamming,btjlhmgzpv,False,True
277,hamming,mrgbplh,False,True
278,hamming,rcoefkqh,True,True
279,hamming,grjeorcf,False,True
280,hamming,bjdqxrlv,True,True
281,hamming,okpltoebcantoef,True,True
282,hamming,ceuzjpb,False,True
283,hamming,mvmco,False,True
284,hamming,blhua,False,True
285,hamming,nvfdt,False,True
286,hamming,nfahrayvbrcqz,False,True
287,hamming,zxwrvfo,False,True
288,hamming,puaawkm,False,True
289,hamming,arxqwdy,False,True
290,hamming,vwmqn,False,True
291,hamming,pvtlxqnqlg,False,True
292,hamming,zmgfiznsbfkrwrf,False,True
293,hamming,dvwufjtx,False,True
294,hamming,wcsroo,False,True
295,hamming,vqintawooroiwm,False,True
296,hamming,xpcvxkgeeq,False,True
297,hamming,bcggufgqtotr,False,True
298,hamming,ckcnzsikqgjnnm,False,True
299,hamming,pmezyfwjvcrtvh,False,True
300,hamming,viqstq,False,True
301,hamming,nuxhwoaqrdmcmuq,False,True
302,hamming,hxuxhnpxva,False,True
303,hamming,mheifqmmldibw,False,True
304,hamming,mwnocgwddzo,False,True
305,hamming,kiffbcubsynx,False,True
306,hamming,hdcndxuua,False,True
307,hamming,iiytukga,False,True
308,hamming,rtinknnifydeqpy,False,True
309,hamming,bzphijpg,False,True
310,hamming,lpplnhfegwoq,False,True
311,hamming,dklhnzozd,False,True
312,hamming,ejayhyroix,True,True
313,hamming,bjhwp,False,True
314,hamming,wjoebbutrdrvsq,False,True
315,hamming,dpuvallwqegqc,False,True
316,hamming,caxalotbclly,False,True
317,hamming,xqizsyxpgjilcm,False,True
318,hamming,ouvdrye,False,True
319,hamming,wghsulsyyeqvhw,False,True
320,hamming,noyvgaznrxer,False,True
321,hamming,lmwcmobdmtruyky,False,True
322,hamming,wwiav,False,True
323,hamming,dxbrwajba,True,True
324,hamming,hjrsoolzjbyo,False,True
325,hamming,abgfh,False,True
326,hamming,kcaoofaigqblcg,False,True
327,hamming,ttnzlkcjvrct,False,True
328,hamming,muclioqlycqjush,False,True
329,hamming,itriwmt,False,True
330,hamming,oeferydadfoxd,False,True
331,hamming,jqjshs,False,True
332,hamming,ehytqzsvuyvv,False,True
333,hamming,cjydyhrxke,False,True
334,hamming,svebybjotjckgiu,False,True
335,hamming,lmibjxzlixqjgx,False,True
336,hamming,wgrdgy,False,True
337,hamming,ovklkch,False,True
338,hamming,wfbvllrmvbw,False,True
339,hamming,onvymdddwprq,False,True
340,hamming,tlowyak,False,True
341,hamming,xoncrwigitjmeny,False,True
342,hamming,hbiohwhbcjtmwfh,False,True
343,hamming,vpyuryxogz,False,True
344,hamming,yexhrmqn,False,True
345,hamming,yeajulnelnqa,False,True
346,hamming,vinds,False,True
347,hamming,emjjipswibb,False,True
348,hamming,gaozzol,False,True
349,hamming,hlrpvhfyopsuxr,False,True
350,hamming,qcptcsxviwchilb,False,True
351,hamming,mylsfxqiyawgqwg,False,True
352,hamming,mlycfhlognf,True,True
353,hamming,orokqfrabhke,False,True
354,hamming,lpgwcaqnaxyb,True,True
355,hamming,xmitg,False,True
356,hamming,pkcdjehjcgxrdum,False,True
357,hamming,olexhfwxmfffrz,False,True
358,hamming,wcsipgjyzplolnb,False,True
359,hamming,redvvzbspskd,False,True
360,hamming,orxrxwgbd,False,True
361,hamming,coqgyptwalebll,False,True
362,hamming,wchinsvcohsis,False,True
363,hamming,fosfyj,False,True
364,hamming,uccxoogxs,False,True
365,hamming,izsxz,False,True
366,hamming,orwft,False,True
367,hamming,jybvq,False,True
368,hamming,hnaghh,False,True
369,hamming,kjmlo,False,True
370,hamming,skzowzs,False,True
371,hamming,qdcgdnpno,False,True
372,hamming,dididdpahtbuv,False,True
373,hamming,lhfjpx,False,True
374,hamming,fhchwuyzkqruzw,False,True
375,hamming,rugtwifslmsd,False,True
376,hamming,eipbzpl,False,True
377,hamming,cwqmqcmsniev,False,True
378,hamming,whhywopjafvyww,False,True
379,hamming,gsbcm,False,True
380,hamming,spmivyeg,True,True
381,hamming,bazuysfrptdn,False,True
382,hamming,euxwhedxqlkofk,False,True
383,hamming,xwezitzlj,False,True
384,hamming,cinqv,False,True
385,hamming,wgsefojqhrks,False,True
386,hamming,vrylnxefrerlw,False,True
387,hamming,kbdvu,False,True
388,hamming,hhhxupq,False,True
389,hamming,sragv,False,True
390,hamming,caejnisqmddn,False,True
391,hamming,zqrcboqbta,False,True
392,hamming,vrfoj,False,True
393,hamming,ntrhadqhvd,False,True
394,hamming,ftasdyt,False,True
395,hamming,icoeyxjtetdfchf,False,True
396,hamming,upcsz,False,True
397,hamming,llsyh,False,True
398,hamming,ztdgtruwzmcl,False,True
399,hamming,jtvvbuvgutwvki,False,True
400,hamming,yclsyeqglv,False,True
401,hamming,nnbpgxvrlxp,False,True
402,hamming,scwwgzfecbmr,False,True
403,hamming,lgoroeitfukqi,False,True
404,hamming,qmciemjlzxs,False,True
405,hamming,topgcgosh,False,True
406,hamming,fnznfwfcdknxd,False,True
407,hamming,tdzvsvd,False,True
408,hamming,ndqotzxlg,False,True
409,hamming,mjfizkgalo,False,True
410,hamming,aedfeiejd,False,True
411,hamming,mqandhndzgngreg,False,True
412,hamming,kwvsnotxsojq,False,True
413,hamming,lniqxyez,False,True
414,hamming,wixgrvlsjqtlz,False,True
415,hamming,stcjsviarupakfc,False,True
416,hamming,oeylk,False,True
417,hamming,aeonncpghtenw,False,True
418,hamming,unhwxgkzsnfkjjv,False,True
419,hamming,feyqfodqxnbvht,False,True
420,hamming,omztzbxgzhljs,False,True
421,hamming,aqqaqjjszcg,False,True
422,hamming,ixkyjouht,False,True
423,hamming,swqautpim,False,True
424,hamming,apcpvl,False,True
425,hamming,sgungjunihyro,True,True
426,hamming,qnzulvusnxuomem,False,True
427,hamming,gphgf,False,True
428,hamming,vkncvyyiwimvja,False,True
429,hamming,gxxxfjadzplmeud,False,True
430,hamming,znbffunmcwh,False,True
431,hamming,mbeknpvswvezpzu,False,True
432,hamming,fxmgwlzbxpgudq,False,True
433,hamming,juypqsa,False,True
434,hamming,dxysirocg,False,True
435,hamming,vamkuycz,False,True
436,hamming,hpwiix,False,True
437,hamming,ihzeshhzgjwc,False,True
438,hamming,uhahpojyairizfg,False,True
439,hamming,bbbunttnloqzcix,False,True
440,hamming,qpkao,False,True
441,hamming,vuhujabnpisdhq,False,True
442,hamming,rhatlozqslxy,False,True
443,hamming,alrayevcbsmos,False,True
444,hamming,lajhaka,False,True
445,hamming,ixwgfmkwwsmwrn,False,True
446,hamming,qgmqbtlyeryqhg,False,True
447,hamming,gbyvein,False,True
448,hamming,gshowh,False,True
449,hamming,sbqkvtqzsrfznbj,False,True
450,hamming,Bnqootbrc\,True,False
451,hamming,bgyjzin,False,True
452,hamming,vhdgjqit,False,True
453,hamming,ufxunhdjofjjuaw,False,True
454,hamming,qjiiogqqqhm,False,True
455,hamming,dlswvnf,False,True
456,hamming,rxyuucml,False,True
457,hamming,bamecoknhz,False,True
458,hamming,sffgutqdw,False,True
459,hamming,vkoxkkanjpn,False,True
460,hamming,paraqkr,False,True
461,hamming,axakb,False,True
462,hamming,degtb,True,True
463,hamming,qplhyyzqt,False,True
464,hamming,zxmkj,False,True
465,hamming,vkknytkwpf,False,True
466,hamming,glpkdsleajth,False,True
467,hamming,mytkvisawhwdjwr,False,True
468,hamming,ciuls,True,True
469,hamming,swcyxm,False,True
470,hamming,fonzcfjsnojixl,False,True
471,hamming,upamkelzfggz,True,True
472,hamming,pdkxrrlllkio,False,True
473,hamming,iiyhmyuiknj,False,True
474,hamming,pvtrwqn,False,True
475,hamming,xmvumxq,False,True
476,hamming,vlvjapwyxetm,False,True
477,hamming,kqgcwgehwixtm,False,True
478,hamming,cnnjzecgvbknrc,False,True
479,hamming,frasmrzkjbz,False,True
480,hamming,txyqsfzyasq,False,True
481,hamming,sevbjrzhnp,False,True
482,hamming,citsick,True,True
483,hamming,dzlstexwr,True,True
484,hamming,qmkmtfwriwum,False,True
485,hamming,zsqds,False,True
486,hamming,laoohnwqmfug,False,True
487,hamming,cerysdt,False,True
488,hamming,bbqjuxusqitq,False,True
489,hamming,gtejnwhbgdzcrk,True,True
490,hamming,sneawuvc,False,True
491,hamming,gwgfancb,False,True
492,hamming,oiidajsoqq,False,True
493,hamming,fjubngikqxtujba,False,True
494,hamming,licmookeaky,False,True
495,hamming,xjzimhtctbmlmur,True,True
496,hamming,dpquwlljnqke,False,True
497,hamming,ffpcepop,False,True
498,hamming,gyckxbqqbpnnfx,False,True
499,hamming,bbwofehsqwpfeo,True,True
500,hamming,xlkkkm,False,True
501,hamming,skhdq,False,True
502,hamming,magfdkbamtmrx,False,True
503,hamming,gczwfwdmmtpfcd,False,True
504,hamming,iiutnxgtj,False,True
505,hamming,yspajpjgymaq,True,True
506,hamming,nqvloacxigiq,False,True
507,hamming,bcbcmmr,False,True
508,hamming,wlealk,False,True
509,hamming,rohjlzsngyzsv,False,True
510,hamming,nzdxrfhp,False,True
511,hamming,wxmuyhkan,False,True
512,hamming,zbwavl,False,True
513,hamming,jppemuarauydw,False,True
514,hamming,rhtiq,False,True
515,hamming,xgtsz,False,True
516,hamming,bqjoe,False,True
517,hamming,lsxffikme,False,True
518,hamming,xoekckphaanl,False,True
519,hamming,ocyawxzvfbbmfy,False,True
520,hamming,qgtjezwovxvh,True,True
521,hamming,cojiiygr,False,True
522,hamming,htqzvjhjvk,False,True
523,hamming,czjlxebai,False,True
524,hamming,odtsprvm,False,True
525,hamming,nbdedhb,True,True
526,hamming,jhilpemq,False,True
527,hamming,khfdrmeshkcrl,False,True
528,hamming,xdk`pjhlkówrnl,True,False
529,hamming,jpwlcfvutejxgh,False,True
530,hamming,jagwgkc,False,True
531,hamming,wwmvuyalt,False,True
532,hamming,uwujflb,False,True
533,hamming,ybzpeolzsyycjdr,False,True
534,hamming,gowqawhoz,True,True
535,hamming,kwvhiaftuzjttry,True,True
536,hamming,wjlkrkqnz,False,True
537,hamming,aohac,False,True
538,hamming,pnmndeui,False,True
539,hamming,jrilhuogorr,False,True
540,hamming,gcoscmimrcm,False,True
541,hamming,mfhzdoh,True,True
542,hamming,fqzanroaf,False,True
543,hamming,alzqjow,False,True
544,hamming,rcbkoew,False,True
545,hamming,tljlxqia,True,True
546,hamming,ptiymydot,False,True
547,hamming,sqynujdyaczereq,False,True
548,hamming,stkytv,False,True
549,hamming,ptoxmgxw,False,True
550,hamming,drvtapepap,False,True
551,hamming,rgvcevftizoqwkg,True,True
552,hamming,geggoyaixhyd,False,True
553,hamming,aacnhzs,False,True
554,hamming,xanzxcsg,False,True
555,hamming,bnabjbkyfdg,False,True
556,hamming,dcadvuz,False,True
557,hamming,pzbkotq,False,True
558,hamming,vdhgpdalxaexo,False,True
559,hamming,tvjfxvfsxkkpgph,False,True
560,hamming,raheubdaysd,False,True
561,hamming,gjowazlic,False,True
562,hamming,xvievjzzxp,False,True
563,hamming,kipuvep,False,True
564,hamming,zaegwumwmcta,True,True
565,hamming,ynvpeui,False,True
566,hamming,msjnete,False,True
567,hamming,vyejsoxmwdfzyb,True,True
568,hamming,keswbviss,False,True
569,hamming,gredfludnwes,False,True
570,hamming,gxflk,False,True
571,hamming,xcuitbfubcibrhi,True,True
572,hamming,qkiohw,False,True
573,hamming,ejaapxws,False,True
574,hamming,ihbxheot,False,True
575,hamming,vvmplncxvxlnd,False,True
576,hamming,zwowidklqziltoj,True,True
577,hamming,nderavssejf,False,True
578,hamming,hxnpxxzeqhqaw,False,True
579,hamming,oyrmzyqpvieyadm,False,True
580,hamming,opyhbeigafutey,True,True
581,hamming,lfhqwg,False,True
582,hamming,xxsfthwbzmcejz,False,True
583,hamming,ybcupmhghm,False,True
584,hamming,yvspmcszcoj,False,True
585,hamming,zkwdbfr,False,True
586,hamming,gefknluzetl,False,True
587,hamming,fjlhynbgf,False,True
588,hamming,dsukil,False,True
589,hamming,evzvc,False,True
590,hamming,jiahwojwksu,False,True
591,hamming,prbgaozebzordk,False,True
592,hamming,defztpo,False,True
593,hamming,ewmygche,False,True
594,hamming,hxmgswzm,False,True
595,hamming,yabaoe,False,True
596,hamming,syhypt,False,True
597,hamming,idbqojzfwwvf,False,True
598,hamming,kqfgvnrcp,False,True
599,hamming,awnctpznvsgl,False,True
600,hamming,kkwggrztxk,False,True
601,hamming,pqirdfvotosqk,False,True
602,hamming,lbtkjk,False,True
603,hamming,hshfmmfnhewg,False,True
604,hamming,kakrah,False,True
605,hamming,lqyiifij,False,True
606,hamming,lrxkq,False,True
607,hamming,chttzkg,False,True
608,hamming,swlddpmhol,False,True
609,hamming,ltpxqqpngoi,False,True
610,hamming,skshrzjrqhn,True,True
611,hamming,nrjuapromly,True,True
612,hamming,wmkfypk,False,True
613,hamming,ieretgwfujt,False,True
614,hamming,iirtpsleap,True,True
615,hamming,erqckslmpioiucm,False,True
616,hamming,uxoxfeqwi,False,True
617,hamming,zvnzq,False,True
618,hamming,qqxrbp,False,True
619,hamming,xqfziio,False,True
620,hamming,egynxircbuyzuf,False,True
621,hamming,zitgptb,False,True
622,hamming,imprejtoyajqkv,False,True
623,hamming,vgsudf,False,True
624,hamming,fkrxpwfflzdqtkm,False,True
625,hamming,prneyjhhcu,False,True
626,hamming,yldhzwbhxehab,False,True
627,hamming,rbfwkovdp,False,True
628,hamming,auqvxbzdlp,False,True
629,hamming,pqjaaglipexarqd,False,True
630,hamming,glacuxuemdvbzv,False,True
631,hamming,tovykbixwwvl,False,True
632,hamming,nljbobuxbcnqwzm,False,True
633,hamming,jchhqluvbqsgte,False,True
634,hamming,levlr,False,True
635,hamming,nrymaiknhnpcqe,False,True
636,hamming,aykyqag,False,True
637,hamming,olfugqwtd,False,True
638,hamming,dtonollwfhcj,True,True
639,hamming,nmmalnuvbc,True,True
640,hamming,lhffimdsrsysw,False,True
641,hamming,dkfpux,False,True
642,hamming,elmrqexjzqekmcc,False,True
643,hamming,zsjdfiawdb,False,True
644,hamming,lyecdkf,False,True
645,hamming,kmqwbo,False,True
646,hamming,fksxh,False,True
647,hamming,lihlogfxcc,False,True
648,hamming,qszelibzlgdit,True,True
649,hamming,pmignlo,False,True
650,hamming,qpuubotozjyqro,False,True
651,hamming,txwhayawktms,False,True
652,hamming,qvwkckks,False,True
653,hamming,mbhlit,False,True
654,hamming,exsnobbluwr,False,True
655,hamming,vieryb,True,True
656,hamming,ayuiboxxjifgnpv,False,True
657,hamming,shcmjtnci,False,True
658,hamming,fqmdrzutqzcqrr,False,True
659,hamming,dllyznyhjhx,False,True
660,hamming,iyatn,False,True
661,hamming,tvqbifxnouur,False,True
662,hamming,hffyrt,False,True
663,hamming,ouzixn,True,True
664,hamming,cqfefypw,False,True
665,hamming,fxrrwafphlm,True,True
666,hamming,pziolxhs,False,True
667,hamming,jjmyadmso,False,True
668,hamming,ehdnvqbcjt,False,True
669,hamming,jripnf,False,True
670,hamming,yluybex,False,True
671,hamming,hvfosuz,True,True
672,hamming,dpzjvdlgev,False,True
673,hamming,aeqscmfxtahv,False,True
674,hamming,peonbxbdrdix,False,True
675,hamming,fpyurfhustjfl,False,True
676,hamming,maoqgbreoxn,False,True
677,hamming,tfpkepqcvod,False,True
678,hamming,jngqwbqbg,False,True
679,hamming,hdjzvzfzmp,False,True
680,hamming,ldkcrieuyiq,False,True
681,hamming,kbuokg,False,True
682,hamming,msoloqn,False,True
683,hamming,lfzndhsvqtojd,False,True
684,hamming,kbmvqgpmfvi,False,True
685,hamming,zrvdudywrxqin,False,True
686,hamming,bicdnontokujejc,False,True
687,hamming,hrnkiufnyk,False,True
688,hamming,qshfzpnczun,False,True
689,hamming,xqdpvwqxvqalqi,False,True
690,hamming,hjanllutgttchi,False,True
691,hamming,chedexyacocpzcw,True,True
692,hamming,oxqpc,False,True
693,hamming,|hyumfuwCbzh,True,False
694,hamming,bmicqbf,False,True
695,hamming,mrztvpb,False,True
696,hamming,sqqdn,False,True
697,hamming,ypgrwwpzzv,False,True
698,hamming,aktieqksujbey,False,True
699,hamming,chbwiz,False,True
700,hamming,xnuxbaj,False,True
701,hamming,tewxofjrcylfv,False,True
702,hamming,zykzfbldgthybtb,False,True
703,hamming,vguqnaaj,False,True
704,hamming,jwhfva,False,True
705,hamming,ehsffznqjoo,False,True
706,hamming,zfoxp,False,True
707,hamming,txpjaokceev,False,True
708,hamming,jqddedashrcjho,False,True
709,hamming,zwckrtongpdopf,False,True
710,hamming,hcytcjzdtxa,False,True
711,hamming,gzfkrhpxrkdrd,False,True
712,hamming,qsmnregzhuykrkd,False,True
713,hamming,fbnvwm,False,True
714,hamming,fpidnmmdnjacez,False,True
715,hamming,lueeo,False,True
716,hamming,tjyiupwllzq,False,True
717,hamming,nsydfkbhxablob,False,True
718,hamming,xztcpp,False,True
719,hamming,isawd,False,True
720,hamming,znatuqtmwhfz,False,True
721,hamming,xjiafsdovdmggx,False,True
722,hamming,zoftkqlwkrnvtpe,True,True
723,hamming,lujdpop,False,True
724,hamming,tzqidsguniekhv,False,True
725,hamming,gjgzhvfolkqbjuv,False,True
726,hamming,hcyqcpllr,False,True
727,hamming,wcojezhpe,False,True
728,hamming,sdszsvd,False,True
729,hamming,txxgfbuzcssi,False,True
730,hamming,kogjohrsla,False,True
731,hamming,fztafd,False,True
732,hamming,iwfdeh,False,True
733,hamming,vnftzvlbsjk,False,True
